,scene_id,frame_id,rgb_path,visib_fract,obj_id,idx_obj,obj_poses
0,000002,753,datasets/bop23_challenge/datasets/icbin/train_pbr/000002/rgb/000753.jpg,0.8884941240776169,1,14,"[[ 7.81740069e-01  6.23375237e-01 -1.69062726e-02 -1.04773117e+02]
 [-6.23543918e-01  7.81754613e-01 -7.26266764e-03 -5.65601959e+01]
 [ 8.68918933e-03  1.62193198e-02  9.99830723e-01  6.84915527e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
1,000007,490,datasets/bop23_challenge/datasets/icbin/train_pbr/000007/rgb/000490.jpg,0.8799707245669676,1,17,"[[-8.60794723e-01  4.99990225e-01 -9.50947329e-02  2.43338379e+02]
 [-5.05562484e-01 -8.18471074e-01  2.72969693e-01  4.42878189e+01]
 [ 5.86499013e-02  2.83047080e-01  9.57311094e-01  7.61549377e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2,000001,484,datasets/bop23_challenge/datasets/icbin/train_pbr/000001/rgb/000484.jpg,0.8509887005649718,1,16,"[[-6.34563982e-01  7.35603034e-01  2.37101540e-01 -1.42408661e+02]
 [-7.65788317e-01 -6.39867067e-01 -6.43332899e-02 -2.77174408e+02]
 [ 1.04389668e-01 -2.22393140e-01  9.69352424e-01  7.59556458e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
3,000002,675,datasets/bop23_challenge/datasets/icbin/train_pbr/000002/rgb/000675.jpg,0.9261501210653753,1,4,"[[ 5.50242662e-01  7.97336042e-01  2.47968733e-01 -3.29397850e+01]
 [-8.12714815e-01  5.79552114e-01 -6.01179078e-02 -1.07813278e+02]
 [-1.91644982e-01 -1.68448374e-01  9.66900885e-01  5.25747986e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
4,000002,646,datasets/bop23_challenge/datasets/icbin/train_pbr/000002/rgb/000646.jpg,0.9986399183951037,1,14,"[[ 7.88042843e-01 -5.44318795e-01  2.87585765e-01 -1.00151810e+02]
 [ 5.72719693e-01  8.19549441e-01 -1.81909427e-02  1.70623672e+02]
 [-2.25789070e-01  1.79041252e-01  9.57582116e-01  8.87524841e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
5,000000,256,datasets/bop23_challenge/datasets/icbin/train_pbr/000000/rgb/000256.jpg,0.8334048948046372,1,6,"[[-3.43565434e-01  9.29389298e-01  1.34901509e-01 -9.32745285e+01]
 [-8.95091057e-01 -3.67530495e-01  2.52454966e-01 -4.62931786e+01]
 [ 2.84209341e-01 -3.40143330e-02  9.58158672e-01  6.83357422e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
6,000002,456,datasets/bop23_challenge/datasets/icbin/train_pbr/000002/rgb/000456.jpg,0.9914048606994665,1,7,"[[ 2.19751790e-01 -8.51017356e-01  4.76947308e-01  2.14232819e+02]
 [ 9.65868890e-01  2.58520991e-01  1.62584689e-02  4.58034019e+01]
 [-1.37137160e-01  4.57095712e-01  8.78781497e-01  7.68738831e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
7,000006,924,datasets/bop23_challenge/datasets/icbin/train_pbr/000006/rgb/000924.jpg,0.9717554522702896,1,5,"[[-8.36999059e-01  5.31115234e-01  1.31718040e-01 -4.34740068e-05]
 [-5.32034218e-01 -7.33579755e-01 -4.22848433e-01 -8.09134071e-05]
 [-1.27955556e-01 -4.24002141e-01  8.96576583e-01  6.28244873e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
8,000006,652,datasets/bop23_challenge/datasets/icbin/train_pbr/000006/rgb/000652.jpg,0.9490922940205662,1,8,"[[-8.11731517e-01 -3.83059531e-01  4.40860212e-01 -1.18070518e+02]
 [ 4.60017979e-01 -8.84430110e-01  7.85321966e-02 -7.25577545e+01]
 [ 3.59827429e-01  2.66550630e-01  8.94133687e-01  5.78835449e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
9,000001,651,datasets/bop23_challenge/datasets/icbin/train_pbr/000001/rgb/000651.jpg,0.9810094952523738,1,8,"[[-5.35914674e-02 -9.55070138e-01 -2.91494787e-01  7.61423035e+01]
 [ 9.32573974e-01  5.64872287e-02 -3.56532186e-01 -7.40098267e+01]
 [ 3.56978983e-01 -2.90947467e-01  8.87646079e-01  7.50810974e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
10,000006,185,datasets/bop23_challenge/datasets/icbin/train_pbr/000006/rgb/000185.jpg,0.9963722397476341,1,11,"[[ 8.56621265e-01  2.69594640e-01  4.39907670e-01  2.17225952e+02]
 [-2.36967981e-01  9.62955177e-01 -1.28699183e-01  4.23618584e+01]
 [-4.58307981e-01  6.00243825e-03  8.88773203e-01  5.65638916e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
11,000005,373,datasets/bop23_challenge/datasets/icbin/train_pbr/000005/rgb/000373.jpg,1.0,1,4,"[[-3.01915348e-01  8.20701599e-01 -4.85073179e-01  7.40177078e+01]
 [-9.36866105e-01 -1.61254272e-01  3.10288489e-01  2.75749725e+02]
 [ 1.76434115e-01  5.48129499e-01  8.17572653e-01  8.83901978e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
12,000003,138,datasets/bop23_challenge/datasets/icbin/train_pbr/000003/rgb/000138.jpg,0.9163083030102547,1,15,"[[ 5.06634533e-01 -6.98678553e-01 -5.05143344e-01 -1.12070114e+02]
 [ 8.48348379e-01  5.08446395e-01  1.47605658e-01 -1.66489441e+02]
 [ 1.53709427e-01 -5.03319621e-01  8.50319207e-01  8.83912659e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
13,000007,843,datasets/bop23_challenge/datasets/icbin/train_pbr/000007/rgb/000843.jpg,0.8887945670628183,1,15,"[[-5.84730089e-01  8.11227858e-01 -1.35373906e-04  1.41163378e+01]
 [-7.14234173e-01 -5.14896512e-01 -4.74079132e-01  2.00234100e+02]
 [-3.84655923e-01 -2.77111650e-01  8.80482197e-01  1.03666357e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
14,000001,586,datasets/bop23_challenge/datasets/icbin/train_pbr/000001/rgb/000586.jpg,0.994415487714073,1,13,"[[ 8.90040636e-01  2.60268897e-02  4.55137610e-01  1.29144089e+02]
 [ 1.20892555e-01  9.49150085e-01 -2.90687293e-01  1.88250015e+02]
 [-4.39559609e-01  3.13746274e-01  8.41635704e-01  9.68977051e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
15,000004,84,datasets/bop23_challenge/datasets/icbin/train_pbr/000004/rgb/000084.jpg,0.9978757302177377,1,5,"[[ 8.23263288e-01  2.16822386e-01 -5.24619520e-01 -1.03128708e+02]
 [-1.78347722e-01  9.76176858e-01  1.23575017e-01 -4.62047195e+01]
 [ 5.38915277e-01 -8.17008037e-03  8.42320383e-01  7.71656738e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
16,000006,268,datasets/bop23_challenge/datasets/icbin/train_pbr/000006/rgb/000268.jpg,0.8115338882282996,1,15,"[[-4.54680264e-01 -6.28962517e-01 -6.30612791e-01  1.55865326e+02]
 [ 8.90560389e-01 -3.31370920e-01 -3.11602175e-01 -3.63164368e+01]
 [-1.29805403e-02 -7.03278005e-01  7.10796475e-01  9.04512756e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
